City/District,Waste Type,Waste Generated (Tons/Day),Recycling Rate (%),Population Density (People/km²),Municipal Efficiency Score (1-10),Disposal Method,Cost of Waste Management (₹/Ton),Awareness Campaigns Count,Landfill Name,"Landfill Location (Lat, Long)",Landfill Capacity (Tons),Year,years_since_start,waste_per_capita,cost_efficiency,index
,,8032.2632390271065,40.60048678134859,23583.58757753484,5.0,,2634.1597897734746,5.192565435375963,,,39292.678558512285,2021.8848252863704,2.8848252863704174,0.3405100744117152,526.831957954695,
,,3575.5062586592367,72.4903415554431,23237.057963724834,6.321513462598652,,946.3606970869864,7.266472750456268,,,40297.03571082905,2021.5788567961686,2.5788567961686115,0.15655719042803373,152.68304040331472,
,,3768.0434666839446,73.23914261041118,22610.010172142556,6.575122276180968,,903.3941757152897,6.76259550823021,,,41737.40696756981,2021.7049931259721,2.704993125972055,0.1707026849371216,141.54346524495935,
,,6143.008088314535,32.71280159518475,22659.772023162048,6.044554225919895,,3266.1905279926177,13.98445007684735,,,37611.342028115745,2022.0,3.0,0.2698524147383377,541.0373116485147,
,,5524.258848193256,34.20072820796921,20495.849196730145,6.316990417303317,,3137.5464382412315,15.172989544992884,,,36255.711958124695,2022.0,3.0,0.26895259860499965,499.2482411573361,
,,7712.025520607131,56.189780202343684,20220.507361353044,9.175508668768403,,3665.66054972517,15.058375354760326,,,48668.684974012474,2022.0640813013977,3.0640813013976573,0.3804661041743034,401.135262362359,
,,8848.686251089635,60.4445526947957,22588.527359294676,9.57152877478946,,3418.153196576195,12.97943270796807,,,45454.05400124974,2022.1629234180846,3.162923418084632,0.39095414179064975,359.7341396244672,
,,8149.626113639508,73.05386342756452,22871.70711401502,6.0,,3333.537239911853,2.486782706483333,,,37782.95564159712,2022.19923897596,3.1992389759599873,0.35327882582378983,555.5895399853089,
,,8699.226947961579,72.4832020749557,23268.145582602207,6.0,,3358.114970599031,1.6649379350201912,,,37588.350838019775,2022.1163234481692,3.1163234481691395,0.37120866852555184,559.6858284331719,
,,6715.81849736385,35.55880644983368,23299.480609541704,6.598607293333335,,3884.414944297646,13.923316034389,,,37414.36622302613,2022.5986072933333,3.598607293333335,0.288795399351848,587.094735931727,
,,6575.458612025353,39.53838478746836,22236.695394349947,6.9401794417188,,4088.691900856688,14.338983084572654,,,35881.33546552295,2022.9401794417188,3.9401794417188,0.2965091573326487,588.8944577350696,
,,6299.587278156188,42.0441006376019,20751.471568474517,9.081092053368003,,2579.209558102192,2.6395906255312296,,,31652.47846963504,2023.0,4.0,0.3042409156069253,288.54856627616226,
,,6184.854533936286,41.16103663984367,20917.78613106792,8.830914457892696,,2594.5673887808284,2.0328185739107054,,,30028.783917006625,2023.0,4.0,0.29647188674176334,298.4004660927428,
,,4040.1752374464545,76.0642269735853,21784.74528077501,5.0,,4584.357217587904,8.051565690493954,,,49797.392202071765,2022.647649594074,3.647649594073891,0.18436971005015373,916.8714435175807,
,,3961.3562556098805,74.9040386323016,21399.72142692577,5.0,,4551.50881383193,7.888607309856144,,,51672.462716848924,2022.5853590947602,3.5853590947602445,0.1838478059222426,910.3017627663859,
,,8311.602280605537,43.24387735468912,22084.563359322972,10.0,,1037.8246349386238,10.761679689337374,,,47557.29227623909,2022.4442178989723,3.4442178989722896,0.37464003121468975,103.7824634938624,
,,8066.581820063839,46.46519147767107,22175.1726434479,10.0,,926.079993249677,11.352455279062982,,,37850.34002157683,2022.817624945115,3.8176249451150497,0.3625296710614672,92.6079993249678,
,,5858.3830066314185,50.16169028851061,22787.49177103342,5.612418962291978,,4098.287228153067,7.037500665590839,,,33913.332179175624,2022.612418962292,3.6124189622919776,0.25897698450124707,730.5265484780773,
,,4443.090452133342,54.77585075748,20105.267300936197,5.640078149103173,,4046.031984430001,11.375069266448266,,,40603.843773983084,2022.6400781491031,3.6400781491031733,0.21529890247508238,718.4290908065282,
,,8929.457369636282,43.73669724952737,19196.552717881565,7.447566658291845,,4140.309104450495,11.89513331658369,,,34942.50385720962,2019.0,0.0,0.5150832531627223,557.7281636655802,
,,8986.934733696618,43.62791158917865,18476.914747221956,7.587538029097838,,4125.22678582988,12.175076058195677,,,32694.468677693363,2019.0,-4.440892098500626e-16,0.5316546743453284,545.6599566118673,
,,6109.227797803735,37.32123649592978,19843.11919216827,7.575369809539083,,1053.0476543963034,16.15567893352153,,,23573.78787758718,2019.8197074714565,0.8197074714565282,0.3093792563493231,138.57669348636296,
,,6590.780352953342,36.845083750047245,19756.78674743044,7.90305723341687,,1188.1672629987515,16.36432817092868,,,23507.215771803472,2019.462260500961,0.46226050096108295,0.3364432601786063,150.10661455681088,
,,3885.765932834477,45.45497197331447,17655.271952603987,9.48395432363353,,2732.5002372390627,16.110238964463555,,,28509.631606366856,2019.0,0.0,0.23940314317726397,289.8990983013904,
,,4013.2964003139455,44.87913049427013,15774.194707370398,9.465395128269247,,2987.676935645086,17.441665092908032,,,27589.838845976352,2019.0,4.440892098500626e-16,0.27481757961769887,318.77790865960316,
,,3232.0114217799005,60.353835030877036,15259.838370165377,5.0,,3928.3574650834016,9.361164785473175,,,31740.002495690904,2019.893082851861,0.8930828518610581,0.21420036525330366,785.6714930166804,
,,2534.317431251534,59.88037004486814,18257.68509836408,5.0,,4191.569262401057,10.246628654477707,,,26233.113255748263,2019.3058175788742,0.30581757887424965,0.14079604956668063,838.3138524802114,
,,2175.8933779729655,72.4213129735335,21931.831556762823,8.483423549957775,,3193.8082074215226,2.6781457267198485,,,30824.577705441076,2019.2260485755733,0.22604857557328262,0.09809576281518972,374.76613714302124,
,,2621.5930698253524,73.16792627786826,21309.036186262274,8.271047329848203,,2958.0395706708578,3.2057897430425193,,,27866.515130729855,2019.4019299143474,0.40192991434750613,0.12079783575003689,356.04070435278777,
,,8318.741139108897,36.926981876986964,15762.524343679504,9.58134558285168,,1843.0845065108983,3.415044573179369,,,32554.607370816393,2020.934201564925,1.9342015649248652,0.5438506565496826,191.2255519655293,
,,7768.165800452673,31.958376267460928,17777.004909526648,9.92379771863553,,1827.7666908542817,0.9386633915323568,,,25042.740734885214,2020.2334540471252,1.2334540471251538,0.44627949245631515,184.03570011197226,
,,5388.82744704224,31.72107389910222,18697.0,8.071093366321719,,939.2779550918908,13.989482517668383,,,22690.0,2019.6499805327805,0.6499805327805044,0.28821882906574525,119.13973984686027,
,,5319.016422434997,31.77142133828461,18697.0,8.110607354066927,,927.0763467376983,13.953475346640008,,,22690.0,2019.6608139842176,0.6608139842176854,0.2844850201869281,117.17019199118795,
,,2464.2837258331474,49.66958401494034,19082.53195000946,8.413417598060036,,1735.0217655215067,8.142179281856018,,,40862.33825336203,2020.0,1.0,0.1289864856104619,206.4791197167616,
,,1980.4947927845687,51.6088870287418,18951.014463790718,8.323205254836845,,1591.7449491524942,6.970468281943197,,,33599.0656879117,2020.0,0.9999999999999998,0.10409380230477583,190.8386086925406,
,,3677.7147730851675,33.952492890479135,18803.190423657743,8.636082679845964,,923.1943974304661,12.08495015121604,,,25485.616483981314,2020.0,1.0000000000000002,0.19597208704951724,107.86839757578355,
,,4196.0907008348495,33.608959348186715,18815.925361409616,8.134678008398078,,1034.2799917537761,12.204093212643764,,,25820.882138597794,2020.0,0.9999999999999998,0.2236097820619986,127.50150613625073,
,,2996.4535793423997,81.80261087289051,18459.434225822333,8.766199319361451,,824.1859393224447,14.916287507473282,,,29231.999437301092,2020.234589889708,1.234589889708201,0.16225132521314078,96.406809148984,
,,3375.1192416782887,79.09316146681526,18428.60588781257,9.064998363223516,,715.9371045900493,16.221979518081987,,,30080.938938838815,2020.4944852467997,1.4944852467996812,0.18313843365611876,82.1942915159583,
,,3164.7666895805082,34.29511453421597,19016.55416017616,6.0,,4449.690839059309,14.124474887402293,,,35032.726670265285,2021.0,2.0,0.16491282866625978,741.6151398432181,
,,3051.429007999196,35.323036333891565,18981.998792857095,6.0,,4367.189641138652,14.29772335246698,,,33698.03131353849,2021.0,2.0,0.15932175459358955,727.8649401897753,
,,2405.106423411561,59.67716878290504,18697.0,6.0,,3112.784689430844,14.528854780559428,,,22690.0,2021.0486154950402,2.0486154950400572,0.1286359535439674,518.797448238474,
,,2408.3042013241625,60.63507090523699,18697.0,6.0,,3140.879799527904,14.343078085628223,,,22689.999999999993,2021.0835022963245,2.0835022963243968,0.12880698514864208,523.479966587984,
,,2796.3987617466696,65.34710120808518,18757.979667731423,5.737280680122782,,2668.159089215422,11.186136447225708,,,27859.91337163166,2021.2371916956602,2.2371916956600484,0.14909777913301409,463.79287609097736,
,,2682.8928693155026,64.42532814390928,18827.701065147463,5.691944993005739,,2657.3166846918075,10.58171319286911,,,27121.862131883263,2021.0659410689525,2.0659410689525437,0.14238574812958088,465.28171312378396,
,,2531.896288884133,56.12566460477781,18749.12758125388,5.4319636613208235,,4611.201453170447,19.137229882035534,,,24062.33396763832,2021.32426204716,2.324262047159913,0.13476868247747265,859.4039767006204,
,,3506.4706277626697,58.8635722705946,18954.69296282893,5.444602093938595,,4351.566083754679,17.425703998384293,,,29474.139942905444,2020.9121786170192,1.9121786170193171,0.18433569745241873,805.6384321526682,
,,9108.211488817517,62.76013803049874,18824.280956196057,5.608390531702787,,4200.78506630517,15.032594884661858,,,31925.993091657172,2021.0971095355271,2.0971095355271228,0.48321875363792616,754.8647944032023,
,,9149.523752230356,62.336500414064915,18822.645809137226,5.71734535478605,,4258.282769204098,14.398220575599083,,,30245.56384485176,2021.1398793530338,2.139879353033812,0.48559077463657574,749.2194924467527,
,,7894.238453224993,79.97441495752115,16367.308136009451,9.0,,2044.4878248351245,1.8299881128402689,,,28715.847758041633,2022.3656088167984,3.3656088167983187,0.49356209134035256,227.16531387056938,
,,7923.864871672745,79.25857541103603,15896.38019387614,9.0,,1875.441414354541,2.1695449046406656,,,29663.25695430323,2022.4023347796826,3.402334779682634,0.509623065561345,208.38237937272677,
,,5678.123876077725,45.176844604755885,18603.526689887716,9.664970214651305,,1447.1484682276614,9.942598151023006,,,25264.033840834018,2022.3424386703073,3.342438670307227,0.30522615674659453,152.22323656774748,
,,5724.064942662761,45.81595962887636,18595.996559426054,9.637980499734955,,1468.3028216285406,9.668891108312101,,,25471.395820536345,2022.3593944779666,3.3593944779665152,0.3078069063057014,154.94354140768297,
,,8122.915167805622,39.1844994021463,18614.33449038812,8.257987224775919,,2250.383620293206,9.699916630302056,,,24966.41258189278,2022.371006387612,3.3710063876120406,0.43580721654653976,276.5077467933485,
,,7960.391248508968,39.742283052590516,18602.13802285366,8.324396028076446,,2238.069419505237,9.593138478407166,,,25302.2744459331,2022.3378019859617,3.337801985961777,0.42731491928785303,272.77092161029975,
,,2261.1488409217704,63.61850475292618,19635.845261926042,5.916998422614678,,4064.864711803545,18.659615530495515,,,23413.956170606194,2022.2406265721927,3.2406265721927694,0.1165047636531712,686.6546597068279,
,,1893.880094323527,62.13634885066906,20273.084175958793,5.971862846052267,,3880.1756242709253,19.31819272910714,,,23905.3396420613,2022.5151528067413,3.515152806741268,0.09566380163981958,649.8069686999752,
,,8251.074666837343,66.0201026135833,18727.950512566276,5.0,,1142.4303024345054,5.939852898366109,,,28224.229998817085,2021.930934664919,2.9309346649190666,0.4406135933695078,228.4860604869011,
,,8548.38244672687,65.78184791328343,18813.1395041046,5.0,,1118.49332963464,6.830764487320838,,,27431.164512794105,2022.192506127815,3.1925061278149682,0.45469919199923947,223.69866592692804,
,,5485.768836701851,44.65650933692506,18791.782362107235,9.6454720585905,,2210.978235927896,5.463781464229508,,,30513.156502741997,2022.6454720585905,3.645472058590499,0.2916739422883439,229.04318867971145,
,,5426.649007623672,44.46770984353184,18759.5081141073,9.615773086730975,,2195.947876099708,5.503315911107396,,,30109.808727354626,2022.615773086731,3.615773086730975,0.2890632833577121,228.20573965512216,
,,2318.4214247674604,69.33929670493292,17202.202136322852,8.659813975220334,,974.1838543996619,5.715694199542217,,,28008.579772669862,2022.7742490932499,3.7742490932499697,0.14681577468647627,111.62561151304908,
,,2218.544602328071,71.21801258656798,17895.736635999394,8.481702484239268,,893.3497249587626,4.912483444860647,,,26517.72395517902,2022.8851415137965,3.8851415137964436,0.1304418082435594,104.41526140214972,
,,2155.005748423331,62.603325573006586,20409.46360101089,6.0,,3159.954166088824,18.62909279753275,,,25815.106627297617,2022.7715154662556,3.7715154662554577,0.11003521991226178,526.6590276814707,
,,3216.787198796421,67.33581934386382,18743.870811268214,6.0,,2758.184062384894,15.874714294282017,,,28156.49049252094,2022.3124523823803,3.312452382380336,0.17308219045258094,459.69734373081565,
,,9002.989301933738,35.96283268599002,16797.74028821961,7.365057556219653,,2231.778474523575,12.840631426483888,,,25432.612175417307,2022.661410440314,3.6614104403141345,0.5515044471435838,306.96459660650356,
,,8744.636952319126,36.19504114224833,17142.028506571158,8.112373579953651,,2321.988126056466,14.403621630764174,,,24935.445277363884,2022.3160423395689,3.316042339568874,0.5250002648316949,290.21103009322917,
,,6202.9462675614195,49.492309021104454,18811.261899383066,9.807141117721372,,1738.8368140781108,7.225277875617917,,,28596.40818076868,2022.8071411177214,3.8071411177213723,0.32973505177254736,178.2058632473221,
,,5953.999914400902,47.82541984228438,18777.638652968482,9.514469068900649,,2124.0699618724043,6.242972991146729,,,32109.526118304446,2022.5144690689006,3.514469068900649,0.31692913049360844,223.28828383198925,
,,4491.9370979226105,48.34118823085694,18622.246817695428,9.118369385605197,,3393.7670735552306,4.3722524077120895,,,36313.25460672633,2019.253883022107,0.25388302210689306,0.24169748360728782,375.03866570779286,
,,4454.78628782498,48.01431003298865,18666.641005243844,9.434925934013458,,3429.638292180399,4.78072820558843,,,37604.40215101569,2019.345802271575,0.34580227157497245,0.239204176706791,365.82107518719545,
,,2888.5308302141057,79.25614855991918,16813.704602006565,6.114811071206021,,1630.741581659162,8.039506388320184,,,45954.00229249943,2019.0,0.0,0.16578340619629833,270.71049128795494,
,,3593.7804541141277,76.0505039778399,19089.0457749746,5.6080023933945515,,1731.681778920876,8.393953683101262,,,44100.97022000569,2019.0,4.440892098500626e-16,0.18814066037513683,305.8963699049327,
,,5194.150592863289,63.89464520368708,20561.6735107442,8.274472509968971,,4106.566820027789,15.243265195605211,,,46442.57504377283,2019.2982150678956,0.2982150678956921,0.25824188250142727,495.4953878282665,
,,5542.102192087114,63.8676514318244,20517.178776790548,8.168730236246708,,3958.2076777630464,14.590815705363177,,,46544.78246196888,2019.2892171439414,0.2892171439414659,0.27689070037844776,483.8178682663585,
,,6827.507835158125,65.35550793764878,13941.015154693714,8.424595898580206,,3153.0296588649553,13.889652788075693,,,47277.97452190233,2019.0,0.0,0.5173306405838958,382.03483088969404,
,,6795.053503596574,65.4101871774501,14185.399053245528,8.446316588437853,,3166.6129240649348,13.803525058959522,,,47358.40704006833,2019.0,0.0,0.5079791990196031,381.4361235574944,
,,8644.314976769532,50.57728649676484,14888.216629331615,6.0,,4063.8453667384965,14.741292542055769,,,50169.21669151771,2019.0,0.0,0.6103087947929922,677.3075611230827,
,,8184.23786639639,55.66673264109125,19023.41424288576,6.0,,3758.864033371017,13.604793508182206,,,50862.32208550243,2019.0,0.0,0.43391434523206984,626.4773388951694,
,,4130.99766509519,41.50911858578225,20187.654335037187,5.0,,1227.4648187763614,15.430393773143656,,,53278.805429062246,2020.2419170410456,1.241917041045502,0.20546876818095772,245.4929637552723,
,,4050.392203149513,41.85768358165211,20148.49112417267,5.0,,1218.6835335973092,15.441086998259275,,,53156.09088558616,2020.2784653248134,1.2784653248134985,0.2016357291883228,243.7367067194618,
,,1870.8051323648642,57.40365703308975,18579.996853791024,5.424311958958896,,4449.955760836123,1.2960741330682346,,,51409.55352389545,2019.575688041041,0.5756880410411038,0.10072451980241548,825.5805967972642,
,,1584.4611846811063,59.06681208010252,18467.12358389933,5.288701906757806,,4230.555140616351,2.7424321474614057,,,51761.20690621498,2019.7112980932422,0.7112980932421933,0.08560128784894272,802.2860786774352,
,,3231.269549365918,65.6298179125343,22058.139576104655,7.99757763411443,,2171.3327284521165,11.16290480137611,,,59204.8316551776,2020.0,1.0,0.14642831471046147,271.4736031678928,
,,3103.769689350817,64.60055156469346,21244.86857190025,7.883774351568331,,2055.6982109176206,11.16164560014462,,,59711.267318205086,2020.0,1.0000000000000002,0.14592798785863503,259.6977300188622,
,,2700.879374092699,36.15166380159938,20431.36568323409,5.0,,3347.0627452660606,9.095661053055023,,,40489.708203554226,2019.4817475076316,0.48174750763149365,0.14352805764561272,669.4125490532122,
,,2924.8405132817647,37.13443482004686,16245.251360387867,5.0,,3366.8210296475313,6.357774002392846,,,35526.39969177671,2019.7537435128284,0.753743512828394,0.1993245100345571,673.3642059295063,
,,8490.350516065455,44.99077162625575,20279.129542228242,9.658050536177939,,4193.700313477767,2.2559836996960057,,,47352.13911326818,2019.9659521805395,0.9659521805393931,0.4228849112598809,435.6430263872199,
,,8525.474580398326,44.070838283058116,19334.721689456692,9.521477699799435,,4245.760878288626,0.9015926567200925,,,42188.089347143716,2020.3282568574139,1.328256857413883,0.44315677027304257,447.3484324039629,
,,2598.601364095101,48.67483402366936,18888.427057738987,5.279776778342079,,1342.8217882219212,15.164496311356874,,,50899.117363193116,2021.1389317275753,2.1389317275752617,0.13621591689860452,248.33649657025197,
,,2460.9201581083003,48.48843803046092,18853.200459803862,5.294172938436004,,1378.0820629273535,15.394080784847093,,,50811.09545462085,2021.0779365691792,2.0779365691792258,0.12932182062423858,254.34770913654765,
,,2186.798159902193,32.616930250463426,16481.98065363058,7.678223583986927,,1164.8837197445432,18.024741093634493,,,48170.77380591434,2021.0,2.0,0.14498690410379417,154.16341083398999,
,,2245.1869894537376,39.14244102727248,16699.20683813363,8.014279827777921,,1222.6431796908876,17.156485610367252,,,43785.89072346967,2021.0,2.0,0.14568630624052026,155.47419754606824,
,,2115.3894688905834,54.8035340008313,20928.413427226507,8.0,,965.2320711586387,3.0703789581767067,,,56990.217799863414,2020.4369485533127,1.4369485533127568,0.09926029264279168,120.65400889482981,
,,2057.4407921768184,54.57817517839551,22147.256211642853,8.0,,893.6520339024896,3.967555759695819,,,63153.34954970489,2020.0025781567124,1.0025781567124374,0.09095766127814053,111.70650423781126,
,,2220.779964649437,62.51416325583372,21882.019620693354,7.151770561691363,,4223.0495351076315,4.532550279288937,,,47940.73849046796,2020.6097888735037,1.6097888735037844,0.09851615420803239,596.4726702157004,
,,2384.182098154079,61.48724099148162,22244.649063198085,7.078451917894158,,4233.979728048175,4.3859017416654735,,,47107.5315058428,2020.5364477296484,1.5364477296484709,0.10427829648260623,603.549819163188,
,,8501.250507590032,59.47259996819163,18845.458031229697,5.114124043460164,,2953.3126443585925,13.98898740320951,,,36815.0211473737,2021.0,2.0,0.45224344412408735,574.5482139351435,
,,8489.681967930706,59.2467138078593,19032.607467476926,5.117034981817321,,3184.5203984352715,13.72525904423413,,,42105.23373410774,2021.0,2.0,0.44712643130534,620.3787402544486,
,,5682.9492713802965,44.389216066969915,18965.673529707332,8.35030230919054,,4399.931224545779,16.146707664847177,,,53231.97026784708,2022.0,3.0,0.2995430854732182,527.3337526155075,
,,5732.200635216637,43.636694461672114,19111.807920035746,8.255682876712441,,4352.349722660152,15.801247697269815,,,53753.353427117094,2022.0,3.0,0.2995768904961988,527.4715076355138,
,,7767.325770124764,77.81814363985204,20929.54040385623,6.818143639852034,,1522.2548463539476,12.206500211705357,,,55832.444144401525,2021.3355435551698,2.3355435551698918,0.37254982275403714,213.8977107191082,
,,8116.971182600116,77.57102522948381,20916.328970451963,6.571025229483803,,1278.4498657608076,11.056769222808427,,,55572.81977236651,2021.5483175403604,2.548317540360433,0.3910134929679808,190.25558659950843,
,,5851.753982466871,42.644083063270976,19447.90174868366,6.295751214020086,,1015.91822572416,17.06668943587766,,,51894.1219904278,2022.0,3.0,0.30088067339726016,160.46367724392846,
,,5095.983953528546,45.55760332547569,19324.20700761887,6.054928337486878,,1034.03123422245,13.74409769145182,,,51186.66896183108,2022.0,3.0,0.26367755289248884,168.29430794134993,
,,7594.06519117654,51.30767116074753,17591.035969445176,9.0,,4020.295012704591,15.595728071829441,,,57658.14682004433,2022.0,3.0,0.4395638706261369,446.6994458560656,
,,8743.225790880018,50.637893175285924,16765.93515738801,9.0,,3732.241888392926,13.478329102723702,,,63079.72906289873,2022.0,3.0,0.5284981573336158,414.69354315476954,
,,4070.829218680061,74.87036697542804,16004.36606737043,8.366479941326336,,1036.0763847296175,5.3675576679647765,,,38842.83286703021,2022.0,3.0,0.26558318532626896,123.26336423054948,
,,4019.4355309629136,76.31026100846063,17461.09381184582,7.926634211986657,,1010.7178844572231,5.286001765949418,,,38561.598400574694,2022.0,3.0,0.24619837328217536,128.02214065416808,
,,7147.5408560025435,46.323968266365256,20409.610643510525,9.742077447304796,,2811.219402325072,3.2657361881310587,,,39673.13254318382,2023.0,4.0,0.3514716906714103,289.788138003066,
,,7025.950849299774,43.96031599620524,20887.719121153186,9.646340368468694,,2716.3529163760018,3.5609891307173607,,,37867.49771311568,2023.0,4.0,0.3367816378860705,283.51825525705203,
,,2594.755177105774,45.047265162049676,19232.513822297908,8.127137152420179,,1380.5673928611689,12.33170740957827,,,50662.243904641175,2022.7306417238156,3.730641723815522,0.13571393934580955,172.62760404217073,
,,3035.2094388053806,44.45137531390806,19198.478714342105,7.921930942125403,,1390.7104054702709,12.37116497506371,,,50467.58534442529,2022.6181742272968,3.618174227296774,0.15884379101392188,178.08408724994055,
,,3273.8246879523763,38.97064423560491,19258.251642858468,7.181383069292194,,3592.626009779303,19.394601692835373,,,65747.62263678848,2023.0,4.0,0.16496694783019988,508.89818436188426,
,,3283.1711815382464,38.794873518941856,19881.869192788094,7.375071788948294,,3678.0431804201407,19.130519453682364,,,60027.7996617154,2023.0,4.0,0.16220143555391292,503.5549302221872,
,,7289.653410573188,81.3476064739852,16188.426262107798,6.0,,4361.131894989396,4.382894774278726,,,52183.98782032199,2022.9595951876474,3.959595187647471,0.4812783869416275,726.8553158315659,
,,6914.553739814624,81.88866592848376,17036.604557458028,6.0,,4460.883786779491,3.5285818256777235,,,54288.28216670429,2022.7936841953774,3.7936841953773532,0.4230989541982935,743.4806311299151,
,,2672.9066312975815,56.812753299820834,19124.760235945316,6.54367531274749,,3986.59294237462,15.234545392034576,,,42043.73956405239,2022.9850389647388,3.985038964738845,0.13967917229519344,615.5272682157697,
,,1737.8108412806905,59.290999195474775,18738.172071623674,6.486802203916042,,3819.3967921090584,16.716658750840995,,,44050.34721048092,2022.557637516206,3.557637516205794,0.09128959248727275,592.7771147230618,
,,4123.488569972856,38.13414198616454,16864.8340971176,7.0,,4695.06274244458,2.708548279151616,,,61951.28745639514,2019.0,0.0,0.24371663140422883,670.7232489206544,
,,3426.7766968472997,37.02500922698153,16612.797581170093,7.0,,4676.189395514534,1.6123561489565823,,,63721.440770645386,2019.0,-4.440892098500626e-16,0.20453179592561532,668.0270565020762,
,,9044.600273809516,52.169563252210764,19159.0968576704,7.598782845675137,,1269.9674082908982,11.721043262235737,,,66317.56957977907,2019.0,0.0,0.4808833278401668,168.2601973548892,
,,8980.766662353853,52.3952960491056,19144.813424732143,7.854739997266995,,1288.0093432402812,11.781254505796575,,,63569.53079854769,2019.0,0.0,0.47635006305088434,165.2106221102816,
,,7956.397321162773,56.53319086926047,14933.54860582501,9.392645665167597,,4401.547253966947,8.575575454017102,,,65802.12456036214,2019.0,4.440892098500626e-16,0.6348788777066927,471.39175106378553,
,,8742.75899500472,55.085894485972375,17999.441752112307,9.443662290096496,,4288.616060169969,6.74291636830829,,,64771.01372869295,2019.0,-4.440892098500626e-16,0.5328614971409017,456.5480925200987,
,,4334.675609999086,38.25698978160757,16970.18522202798,7.0,,4693.7510257144,2.9963714424398464,,,61211.36434557522,2019.0,4.440892098500626e-16,0.25512486681498664,670.535860816343,
,,4223.120225373957,34.86962583681354,17365.426640487916,7.0,,4584.927246722481,2.152062145816336,,,58435.42569166389,2019.0,0.0,0.24178796859512947,654.9896066746402,
,,8389.066129059396,72.27265586840953,14717.005797404157,8.263237322960633,,4525.875641789977,13.210288031118102,,,81341.74414424913,2019.0,0.0,0.6050059120423222,548.6679021184661,
,,8129.107154774121,69.14296680066231,12740.79785608647,8.519271409705965,,4516.418357282625,12.442185770882109,,,80040.02652148814,2019.0,0.0,0.691255139326799,530.8861982643914,
,,2593.3192560913158,52.012829544212785,16412.05999538383,6.828561192608567,,2749.6077941290914,1.0000000000000018,,,75512.89543166099,2020.3239546664959,1.3239546664957733,0.15818843634295654,408.8846618130988,
,,2556.9636721363104,52.089950999745795,16245.337654626781,6.545756371471379,,2752.39787480091,1.0000000000000018,,,73481.71849819076,2020.1860577766333,1.1860577766332252,0.15755754588912962,426.52968245385097,
,,8165.351859496394,59.11197335021799,10368.722458845497,9.227768080135457,,785.1908341200385,2.9010595877387386,,,68802.54644573925,2019.9355861660629,0.9355861660629021,0.8253545959593286,85.6920723119706,
,,8823.109373104162,53.34140501002232,12552.704615269551,9.521986341811875,,681.5877633609562,2.833112183936839,,,68236.17629201214,2019.8224507371256,0.8224507371256429,0.7518623918989386,72.17666673420979,
,,8179.136370943683,30.238475237758344,15959.743167501141,9.0,,2429.842737391411,1.7293113132630076,,,66608.8414283006,2020.6541377373474,1.6541377373473989,0.5136516614964224,269.98252637682344,
,,8007.996497295153,32.5518556177917,14589.45085572805,9.0,,2263.2563023354987,2.3783191114695743,,,59748.89747470834,2020.5243361777061,1.5243361777060853,0.5579510798883264,251.4729224817221,
,,2323.180387845336,54.36164493552433,15531.52868745577,7.442163760127051,,1650.0989533171937,9.497545869411251,,,54544.9316896621,2020.0,1.0000000000000002,0.1513805277399783,221.7923676770233,
,,2153.5424940883554,55.21333430706649,14447.533740700776,7.103328889922446,,1503.7790051540603,10.46910086936916,,,60277.17416519572,2020.0,1.0,0.15070389285686436,211.5688669735601,
,,4771.3444592384785,39.45107373402671,13575.889443669963,10.0,,3767.2133634520283,3.8064981301580705,,,67121.62869425373,2020.3377699814512,1.3377699814510615,0.4070007234508761,376.7213363452028,
,,4977.588589420845,39.00811943262512,14964.60734069871,10.0,,3799.9526841296693,4.336414422449169,,,65328.70868654571,2020.315577020009,1.3155770200090149,0.36701530341696265,379.99526841296694,
,,8120.399503636707,32.500220809188534,14620.035874023995,9.0,,2265.1006047188753,2.8843660635387653,,,59902.011893819625,2020.4231267872922,1.423126787292247,0.5637061901546611,251.6778449687639,
,,8352.303198624228,30.553178014169205,15773.334222940437,9.0,,2403.7907204004773,2.7593446093079956,,,65675.6427953169,2020.4481310781384,1.4481310781384005,0.5318789535720154,267.08785782227517,
,,9124.273085082614,72.67085738699559,15881.120850662872,6.305538534939384,,2167.54751015239,14.721458968867594,,,56196.73301508294,2021.0,2.0,0.5942585497893285,341.16512232295594,
,,9355.798400371184,71.04025416603427,14705.401394866716,6.3091565597793595,,2080.000270817497,15.031660303763964,,,50014.520944547236,2021.0,2.0,0.6641090460829998,326.3359875621878,
,,4040.534416122498,43.336040089456745,17585.307669703827,10.0,,3870.6090557552316,6.020126329866871,,,56891.11322906675,2020.8788594836808,1.8788594836806911,0.23064223850196497,387.0609055755232,
,,4483.101942952614,36.19002465095106,16373.416815233215,10.0,,3857.2337330463415,7.226619380249427,,,65402.70768785345,2020.5011972201244,1.5011972201242905,0.274709265638399,385.72337330463415,
,,3610.367588204923,75.90108575714798,12065.255655553403,9.213905127539785,,2265.499119045393,17.618776435082133,,,71197.00477077486,2021.0,2.0,0.3233893903036904,245.25896986909243,
,,3793.0447541601106,72.14324255275426,12683.925610181512,9.573115561352855,,2442.7256137352206,17.705312206316123,,,69808.1726178982,2021.0,2.0,0.32254303027597614,254.43241101332416,
,,2773.6186127850374,79.82380091927968,13556.293419442538,6.2778461609489,,2408.9795928465883,10.143791862257963,,,58328.007067040184,2021.865945701309,2.8659457013090637,0.22381150616158557,385.6593676336774,
